step,train_time_s,train_loss,eval_loss
52000,0.643729,2.3516722,2.2981443
52500,0.650148,2.3189516,2.3077548
53000,0.656424,2.3050609,2.3084445
53500,0.662713,2.3097086,2.3079543
54000,0.668782,2.3148499,2.3221061
54500,0.674915,2.34119,2.305618
55000,0.681202,2.292249,2.3115969
55500,0.687447,2.3065217,2.3263054
56000,0.693808,2.334912,2.3292532
56500,0.700097,2.3415408,2.3122249
57000,0.706246,2.290538,2.3136024
57500,0.712658,2.3558598,2.3140392
58000,0.718721,2.3472123,2.3047488
58500,0.724788,2.3121939,2.3057022
59000,0.730890,2.2962103,2.32004
59500,0.737053,2.3033931,2.3199458
60000,0.743232,2.2992787,2.303129
60500,0.749433,2.3212407,2.3339899
61000,0.755706,2.3192513,2.3285072
61500,0.762119,2.3438003,2.3042793
62000,0.768406,2.3113341,2.3038106
62500,0.774467,2.3484201,2.3354948
63000,0.780615,2.3133292,2.3046827
63500,0.786840,2.325596,2.3018775
64000,0.792915,2.3371317,2.302069
64500,0.799262,2.337644,2.2973633
65000,0.805295,2.3083029,2.307883
65500,0.811425,2.304487,2.304807
66000,0.817763,2.2894146,2.3062944
66500,0.823777,2.3060882,2.3169281
67000,0.829907,2.2827594,2.3055286
67500,0.836058,2.3088799,2.3046598
68000,0.842231,2.2933893,2.2942297
68500,0.848417,2.303066,2.2980409
69000,0.854499,2.3167245,2.312776
69500,0.860806,2.362668,2.2954702
70000,0.866862,2.2716656,2.2966244
70500,0.873187,2.337761,2.3205867
71000,0.879403,2.2751272,2.3078306
71500,0.885417,2.3246484,2.2837863
72000,0.891488,2.292483,2.283179
72500,0.897563,2.310495,2.2855456
73000,0.903793,2.304423,2.3090267
73500,0.910049,2.3193939,2.2873216
74000,0.916203,2.2985373,2.2994628
74500,0.922210,2.3207662,2.2861867
75000,0.928280,2.2604554,2.2873447
75500,0.934408,2.2926366,2.3305988
76000,0.940558,2.303385,2.286106
76500,0.946928,2.2899094,2.2992287
77000,0.953189,2.300678,2.3022077
77500,0.959306,2.2743042,2.2926836
78000,0.965592,2.2604566,2.328704
78500,0.971987,2.2697725,2.2873297
79000,0.978122,2.2515278,2.2851841
79500,0.984420,2.2886522,2.3096294
80000,0.990800,2.330889,2.3079357
80500,0.997109,2.295698,2.3092089
81000,1.003603,2.3109612,2.2781446
81500,1.009847,2.312393,2.2956743
82000,1.015954,2.292894,2.2842307
82500,1.022218,2.3310616,2.2921188
83000,1.028491,2.3153417,2.2860684
83500,1.034947,2.281408,2.2794566
84000,1.041310,2.2562315,2.2901728
84500,1.047450,2.2872167,2.2793002
85000,1.053589,2.2848208,2.2722566
85500,1.059737,2.3067071,2.264771
86000,1.066094,2.2620127,2.2830708
86500,1.072408,2.2634494,2.2776263
87000,1.078459,2.3029163,2.2682836
87500,1.084852,2.307505,2.2760937
88000,1.091248,2.255521,2.2757638
88500,1.097697,2.3248453,2.2648458
89000,1.103619,2.3131306,2.2777436
89500,1.109959,2.2813036,2.2703848
90000,1.115920,2.2655365,2.2713432
90500,1.122360,2.2694507,2.2689898
91000,1.128602,2.2493637,2.2678137
91500,1.134938,2.2814975,2.2862978
92000,1.141347,2.3032725,2.2804494
92500,1.147511,2.307589,2.2863665
93000,1.153634,2.268722,2.2725916
93500,1.159943,2.314545,2.269017
94000,1.166005,2.3042269,2.2670295
94500,1.172181,2.2818105,2.2792537
95000,1.178338,2.3068101,2.260116
95500,1.184430,2.2890615,2.2616115
96000,1.190605,2.2791288,2.2725616
96500,1.196594,2.2575927,2.2782485
97000,1.202877,2.2594154,2.2595592
97500,1.208967,2.2677293,2.2612023
98000,1.215117,2.2643259,2.2598302
98500,1.221332,2.2527335,2.2776196
99000,1.227476,2.2750995,2.2675865
99500,1.233542,2.2657225,2.2759216
100000,1.239721,2.2769701,2.2757149
100500,1.245866,2.3248913,2.2645671
101000,1.251963,2.2380505,2.2709026
101500,1.258351,2.3077078,2.2725537
102000,1.264522,2.2368093,2.2722483
102500,1.270546,2.2695541,2.2729661
103000,1.276693,2.2537708,2.2594352
103500,1.282864,2.273516,2.2631106
104000,1.288913,2.2742915,2.264308
104500,1.294938,2.2788105,2.2625117
105000,1.301172,2.258002,2.255131
105500,1.307368,2.2900736,2.258648
106000,1.313686,2.2310402,2.2658176
106500,1.319885,2.2604408,2.2679918
107000,1.325844,2.2655056,2.2563908
107500,1.332123,2.2551527,2.257387
108000,1.338253,2.2575753,2.272368
108500,1.344440,2.2454357,2.2665322
109000,1.350636,2.2324057,2.2574341
109500,1.356748,2.2365034,2.2594388
110000,1.362820,2.2173905,2.262317
110500,1.369056,2.2573493,2.2606182
111000,1.375189,2.2875426,2.2656178
111500,1.381562,2.2843218,2.2594428
112000,1.387805,2.268323,2.2636719
112500,1.394172,2.272554,2.261678
113000,1.400267,2.2767072,2.2505698
113500,1.406286,2.2882276,2.257662
114000,1.412503,2.292123,2.2521644
114500,1.418767,2.2498274,2.2510962
115000,1.424978,2.2277658,2.2458742
115500,1.431306,2.2590358,2.2511637
116000,1.437306,2.2447102,2.2433906
116500,1.443460,2.268256,2.2465177
117000,1.449615,2.227614,2.2556498
117500,1.455880,2.2365892,2.2499998
118000,1.462241,2.2617745,2.2497993
118500,1.468361,2.2717328,2.2518709
119000,1.474429,2.225268,2.249194
119500,1.480778,2.2922585,2.2439108
120000,1.487407,2.280646,2.2480156
120500,1.493744,2.2521276,2.2419806
121000,1.499686,2.225921,2.2449582
121500,1.505863,2.256289,2.2585585
122000,1.512182,2.2152393,2.2457592
122500,1.518471,2.2478547,2.2491732
123000,1.524837,2.2780778,2.2523968
123500,1.531118,2.2567391,2.2475183
124000,1.537366,2.2597487,2.2404273
124500,1.543669,2.2711802,2.2522237
125000,1.549721,2.2670164,2.2496812
125500,1.555961,2.2506104,2.2448862
126000,1.562210,2.2805302,2.23725
126500,1.568244,2.2537937,2.24577
127000,1.574439,2.2564743,2.2483907
127500,1.580666,2.2322836,2.245376
128000,1.586935,2.2220213,2.247887
128500,1.593218,2.2396042,2.2387326
129000,1.599325,2.240419,2.240065
129500,1.605644,2.2199357,2.251553
130000,1.611760,2.2454507,2.2414765
130500,1.617998,2.236691,2.239878
131000,1.624321,2.24182,2.2429588
131500,1.630564,2.2882197,2.2369652
132000,1.636843,2.2218895,2.2413435
132500,1.643240,2.2640674,2.244223
133000,1.649599,2.222409,2.2338042
133500,1.655722,2.2334898,2.237034
134000,1.661766,2.2302897,2.2365324
134500,1.667726,2.2405636,2.2345586
135000,1.673899,2.2591758,2.2346327
135500,1.680063,2.2362242,2.2338216
136000,1.686390,2.2308948,2.2323377
136500,1.692605,2.2626102,2.2368538
137000,1.698743,2.207225,2.2327209
137500,1.704802,2.233124,2.2387903
138000,1.710827,2.2315059,2.2309043
138500,1.722173,2.2161484,2.2309384
139000,1.731341,2.2323246,2.2352288
139500,1.738981,2.213065,2.2343976
140000,1.747577,2.2055168,2.230531
140500,1.755315,2.2079604,2.228892
141000,1.762699,2.185661,2.230936
141500,1.779359,2.2162218,2.2277057
142000,1.788445,2.2524478,2.23026
142500,1.803987,2.2506232,2.2309759
143000,1.811556,2.2413664,2.2326458
143500,1.824411,2.23249,2.2295313
144000,1.831282,2.2537081,2.2289295
144500,1.838249,2.2539537,2.228735
145000,1.844582,2.2802205,2.224587
145500,1.850732,2.218451,2.2252343
146000,1.856985,2.20115,2.2286606
146500,1.863292,2.2244444,2.22554
147000,1.869570,2.2073352,2.2235367
147500,1.875850,2.2397711,2.2274427
148000,1.882063,2.2024982,2.2284126
148500,1.888553,2.1951892,2.224002
149000,1.895015,2.2460828,2.2237751
149500,1.901066,2.2253792,2.2241344
150000,1.907497,2.2021582,2.2230346
150500,1.913933,2.255824,2.2205093
151000,1.920154,2.2384665,2.2207234
151500,1.926388,2.226924,2.2225094
152000,1.932394,2.2034316,2.2195537
152500,1.938645,2.2218616,2.2219462
153000,1.944797,2.1861956,2.2218318
153500,1.950927,2.2234807,2.2206264
154000,1.957356,2.2486374,2.2204869
154500,1.963709,2.2263002,2.2192209
155000,1.970146,2.2215662,2.2189138
155500,1.976435,2.2347991,2.2187376
156000,1.982626,2.2325385,2.2187965
