step,train_time_s,train_loss,eval_loss
6300,0.082766,2.2974665,2.348787
6400,0.084095,2.3744557,2.3501735
6500,0.085392,2.3258705,2.3629231
6600,0.086730,2.3638532,2.3863225
6700,0.088079,2.3512952,2.3536856
6800,0.089455,2.3691757,2.3663747
6900,0.090794,2.351897,2.3332896
7000,0.092085,2.396629,2.339694
7100,0.093358,2.4263678,2.3277237
7200,0.094626,2.3515012,2.3356357
7300,0.095908,2.3416445,2.339562
7400,0.097292,2.4310486,2.333298
7500,0.098618,2.342771,2.3246272
7600,0.099911,2.3104098,2.329024
7700,0.101205,2.3013914,2.3341389
7800,0.102489,2.3326297,2.347209
7900,0.103807,2.2478027,2.3438833
8000,0.105181,2.3607707,2.32546
8100,0.106506,2.460682,2.3426123
8200,0.107832,2.3737822,2.3574784
8300,0.109161,2.351698,2.325286
8400,0.110501,2.3343225,2.3411975
8500,0.111841,2.2864678,2.3434162
8600,0.113166,2.280715,2.3675363
8700,0.114483,2.2886286,2.338839
8800,0.115793,2.2644513,2.3450155
8900,0.117123,2.35868,2.3318005
9000,0.118400,2.297779,2.3098457
9100,0.119691,2.279063,2.3212593
9200,0.121022,2.3881743,2.3025854
9300,0.122351,2.349332,2.3087602
9400,0.123639,2.3498397,2.312224
9500,0.124923,2.360676,2.3087099
9600,0.126240,2.2950852,2.292133
9700,0.127520,2.2917323,2.3038397
9800,0.128778,2.2692478,2.3016303
9900,0.130126,2.311474,2.3009505
10000,0.131429,2.3396435,2.3002157
10100,0.132702,2.3140047,2.3304431
10200,0.134027,2.318698,2.3120375
10300,0.135296,2.3128574,2.2910526
10400,0.136589,2.2939,2.3047216
10500,0.137913,2.4025686,2.2892854
10600,0.139352,2.2938824,2.298448
10700,0.140659,2.3167026,2.311177
10800,0.141947,2.26015,2.3003178
10900,0.143234,2.3004394,2.2947047
11000,0.144514,2.326212,2.2891643
11100,0.145789,2.3609228,2.289797
11200,0.147101,2.2884686,2.3025017
11300,0.148380,2.2635894,2.283195
11400,0.149728,2.3288894,2.2940135
11500,0.151012,2.275685,2.292358
11600,0.152290,2.297211,2.2972195
11700,0.153639,2.3090162,2.2838328
11800,0.154981,2.3515296,2.313834
11900,0.156401,2.2441084,2.2745492
12000,0.157694,2.2980864,2.2850642
12100,0.159013,2.2990437,2.2830758
12200,0.160290,2.3357902,2.2992709
12300,0.161635,2.3159096,2.2816396
12400,0.163033,2.34131,2.2717547
12500,0.164400,2.2707455,2.2752304
12600,0.165685,2.2022674,2.2638369
12700,0.166988,2.2835326,2.2718039
12800,0.168274,2.200319,2.2746432
12900,0.169662,2.2633305,2.2682505
13000,0.170937,2.2651086,2.273166
13100,0.172334,2.3345444,2.2762845
13200,0.173633,2.280948,2.3004413
13300,0.174946,2.2748084,2.2865984
13400,0.176296,2.2559693,2.2774644
13500,0.177606,2.2408423,2.2705724
13600,0.178904,2.3773887,2.2901883
13700,0.180199,2.2449179,2.2633748
13800,0.181532,2.2946377,2.267031
13900,0.182828,2.2097602,2.2693498
14000,0.184127,2.2620008,2.2605646
14100,0.185401,2.2609923,2.2707374
14200,0.186695,2.2724748,2.268787
14300,0.188022,2.2846978,2.2746089
14400,0.189386,2.2397704,2.2578704
14500,0.190700,2.254675,2.2545812
14600,0.191979,2.335658,2.256898
14700,0.193230,2.2617297,2.2588573
14800,0.194492,2.248142,2.260505
14900,0.195823,2.215745,2.267645
15000,0.197108,2.276809,2.2670517
15100,0.198423,2.3064442,2.2598212
15200,0.199749,2.2779107,2.2522953
15300,0.201044,2.1616125,2.2553446
15400,0.202343,2.2272239,2.2507827
15500,0.203593,2.1896648,2.255811
15600,0.204913,2.2432427,2.255015
15700,0.206214,2.246289,2.2456524
15800,0.207540,2.2116714,2.2512517
15900,0.208857,2.1967628,2.252993
16000,0.210175,2.2078269,2.2598286
16100,0.211464,2.1928587,2.2490776
16200,0.212930,2.2973309,2.2455757
16300,0.214200,2.2543843,2.2449343
16400,0.215514,2.1808512,2.2440822
16500,0.216826,2.1942508,2.2454872
16600,0.218122,2.1730385,2.2533317
16700,0.219398,2.289029,2.2407186
16800,0.220677,2.2171946,2.240891
16900,0.222022,2.141677,2.2417367
17000,0.223420,2.2463262,2.2387865
17100,0.224736,2.1932878,2.2397134
17200,0.226050,2.2337594,2.240199
17300,0.227325,2.2723894,2.2376685
17400,0.228647,2.2204468,2.2366598
17500,0.230015,2.2312808,2.2376437
17600,0.231372,2.3417559,2.242095
17700,0.232684,2.2402334,2.2379034
17800,0.234006,2.2733505,2.2364423
17900,0.235318,2.2482023,2.2354796
18000,0.236657,2.2395618,2.2391202
18100,0.237958,2.2552123,2.2334192
18200,0.239324,2.2299376,2.2348847
18300,0.240562,2.2576842,2.2375777
18400,0.241860,2.3019693,2.233129
18500,0.243130,2.1607888,2.2302718
18600,0.244549,2.2749147,2.2274232
18700,0.245909,2.282471,2.2289193
18800,0.247271,2.225736,2.2294326
18900,0.248629,2.2252307,2.2307885
19000,0.249946,2.239252,2.225982
19100,0.251293,2.2758758,2.225724
19200,0.252654,2.23152,2.225498
19300,0.254006,2.1933706,2.2239523
19400,0.255350,2.280408,2.22366
19500,0.256810,2.2849042,2.2236254
19600,0.258085,2.1682198,2.2239063
19700,0.259382,2.2312267,2.222625
19800,0.260647,2.2176142,2.2220762
19900,0.261904,2.2559056,2.2217479
20000,0.263193,2.2550242,2.221543
